Streptomyces lividans
Streptomyces viridochromogenes
Subdoligranulum variabile
Sulfolobus acidocaldarius
Sulfolobus islandicus
Sulfolobus solfataricus
Sulfolobus tokodaii
Sulfurimonas denitrificans
Sutterella wadsworthensis
Syntrophobacter fumaroxidans
Syntrophobotulus glycolicus
Syntrophomonas wolfei
Syntrophothermus lipocalidus
Syntrophus aciditrophicus
Thermobifida fusca
Thermococcus barophilus
Thermococcus gammatolerans
Thermococcus kodakaraensis
Thermococcus onnurineus
Thermococcus sibiricus
Thermodesulfovibrio yellowstonii
Thermomonospora curvata
Thermoplasma acidophilum
Thermotoga maritima
Thermotoga neapolitana
Thermus thermophilus
Thiobacillus denitrificans
Thiomicrospira crunogena
Ureaplasma parvum
Ureaplasma urealyticum
Veillonella atypica
Veillonella dispar
Veillonella parvula
Vibrio cholerae
Vibrio vulnificus
Weissella paramesenteroides
Wigglesworthia glossinidia
Wolinella succinogenes
Xanthobacter autotrophicus
Xanthomonas campestris
Xylella fastidiosa
Zymomonas mobilis
